file_prefix,sample
18032FL-115-07-60_L003,EvolvingFront_WGS_Plate5_D08_Lane2
18032FL-115-07-61_L003,EvolvingFront_WGS_Plate5_E08_Lane2
18032FL-115-07-62_L003,EvolvingFront_WGS_Plate5_F08_Lane2
18032FL-115-07-63_L003,EvolvingFront_WGS_Plate5_G08_Lane2
18032FL-115-07-64_L003,EvolvingFront_WGS_Plate5_H08_Lane2
18032FL-115-07-65_L003,EvolvingFront_WGS_Plate5_A09_Lane2
18032FL-115-07-66_L003,EvolvingFront_WGS_Plate5_B09_Lane2
18032FL-115-07-67_L003,EvolvingFront_WGS_Plate5_C09_Lane2
18032FL-115-07-68_L003,EvolvingFront_WGS_Plate5_D09_Lane2
18032FL-115-07-69_L003,EvolvingFront_WGS_Plate5_E09_Lane2
18032FL-115-07-70_L003,EvolvingFront_WGS_Plate5_F09_Lane2
18032FL-115-07-71_L003,EvolvingFront_WGS_Plate5_G09_Lane2
18032FL-115-07-72_L003,EvolvingFront_WGS_Plate5_H09_Lane2
18032FL-115-07-73_L003,EvolvingFront_WGS_Plate5_A10_Lane2
18032FL-115-07-74_L003,EvolvingFront_WGS_Plate5_B10_Lane2
18032FL-115-07-75_L003,EvolvingFront_WGS_Plate5_C10_Lane2
18032FL-115-07-76_L003,EvolvingFront_WGS_Plate5_D10_Lane2
18032FL-115-07-77_L003,EvolvingFront_WGS_Plate5_E10_Lane2
18032FL-115-07-78_L003,EvolvingFront_WGS_Plate5_F10_Lane2
18032FL-115-07-79_L003,EvolvingFront_WGS_Plate5_G10_Lane2
18032FL-115-07-80_L003,EvolvingFront_WGS_Plate5_H10_Lane2
18032FL-115-07-81_L003,EvolvingFront_WGS_Plate5_A11_Lane2
18032FL-115-07-82_L003,EvolvingFront_WGS_Plate5_B11_Lane2
18032FL-115-07-83_L003,EvolvingFront_WGS_Plate5_C11_Lane2
18032FL-115-07-84_L003,EvolvingFront_WGS_Plate5_D11_Lane2
18032FL-115-07-85_L003,EvolvingFront_WGS_Plate5_E11_Lane2
18032FL-115-07-86_L003,EvolvingFront_WGS_Plate5_F11_Lane2
18032FL-115-07-87_L003,EvolvingFront_WGS_Plate5_G11_Lane2
18032FL-115-07-88_L003,EvolvingFront_WGS_Plate5_H11_Lane2
18032FL-115-07-89_L003,EvolvingFront_WGS_Plate5_A12_Lane2
18032FL-115-07-90_L003,EvolvingFront_WGS_Plate5_B12_Lane2
18032FL-115-07-91_L003,EvolvingFront_WGS_Plate5_C12_Lane2
18032FL-115-07-92_L003,EvolvingFront_WGS_Plate5_D12_Lane2
18032FL-115-07-93_L003,EvolvingFront_WGS_Plate5_E12_Lane2
18032FL-115-07-94_L003,EvolvingFront_WGS_Plate5_F12_Lane2
18032FL-115-07-95_L003,EvolvingFront_WGS_Plate5_G12_Lane2
18032FL-115-07-96_L003,EvolvingFront_WGS_Plate5_H12_Lane2
18032FL-115-07-01_L004,EvolvingFront_WGS_Plate5_A01_Lane3
18032FL-115-07-02_L004,EvolvingFront_WGS_Plate5_B01_Lane3
18032FL-115-07-03_L004,EvolvingFront_WGS_Plate5_C01_Lane3
18032FL-115-07-04_L004,EvolvingFront_WGS_Plate5_D01_Lane3
18032FL-115-07-05_L004,EvolvingFront_WGS_Plate5_E01_Lane3
18032FL-115-07-06_L004,EvolvingFront_WGS_Plate5_F01_Lane3
18032FL-115-07-07_L004,EvolvingFront_WGS_Plate5_G01_Lane3
18032FL-115-07-08_L004,EvolvingFront_WGS_Plate5_H01_Lane3
18032FL-115-07-09_L004,EvolvingFront_WGS_Plate5_A02_Lane3
18032FL-115-07-10_L004,EvolvingFront_WGS_Plate5_B02_Lane3
18032FL-115-07-11_L004,EvolvingFront_WGS_Plate5_C02_Lane3
18032FL-115-07-12_L004,EvolvingFront_WGS_Plate5_D02_Lane3
18032FL-115-07-13_L004,EvolvingFront_WGS_Plate5_E02_Lane3
18032FL-115-07-14_L004,EvolvingFront_WGS_Plate5_F02_Lane3
18032FL-115-07-15_L004,EvolvingFront_WGS_Plate5_G02_Lane3
18032FL-115-07-16_L004,EvolvingFront_WGS_Plate5_H02_Lane3
18032FL-115-07-17_L004,EvolvingFront_WGS_Plate5_A03_Lane3
18032FL-115-07-18_L004,EvolvingFront_WGS_Plate5_B03_Lane3
18032FL-115-07-19_L004,EvolvingFront_WGS_Plate5_C03_Lane3
18032FL-115-07-20_L004,EvolvingFront_WGS_Plate5_D03_Lane3
18032FL-115-07-21_L004,EvolvingFront_WGS_Plate5_E03_Lane3
18032FL-115-07-22_L004,EvolvingFront_WGS_Plate5_F03_Lane3
18032FL-115-07-23_L004,EvolvingFront_WGS_Plate5_G03_Lane3
18032FL-115-07-24_L004,EvolvingFront_WGS_Plate5_H03_Lane3
18032FL-115-07-25_L004,EvolvingFront_WGS_Plate5_A04_Lane3
18032FL-115-07-26_L004,EvolvingFront_WGS_Plate5_B04_Lane3
18032FL-115-07-27_L004,EvolvingFront_WGS_Plate5_C04_Lane3
18032FL-115-07-28_L004,EvolvingFront_WGS_Plate5_D04_Lane3
18032FL-115-07-29_L004,EvolvingFront_WGS_Plate5_E04_Lane3
18032FL-115-07-30_L004,EvolvingFront_WGS_Plate5_F04_Lane3
18032FL-115-07-31_L004,EvolvingFront_WGS_Plate5_G04_Lane3
18032FL-115-07-32_L004,EvolvingFront_WGS_Plate5_H04_Lane3
18032FL-115-07-33_L004,EvolvingFront_WGS_Plate5_A05_Lane3
18032FL-115-07-34_L004,EvolvingFront_WGS_Plate5_B05_Lane3
18032FL-115-07-35_L004,EvolvingFront_WGS_Plate5_C05_Lane3
18032FL-115-07-36_L004,EvolvingFront_WGS_Plate5_D05_Lane3
18032FL-115-07-37_L004,EvolvingFront_WGS_Plate5_E05_Lane3
18032FL-115-07-38_L004,EvolvingFront_WGS_Plate5_F05_Lane3
18032FL-115-07-39_L004,EvolvingFront_WGS_Plate5_G05_Lane3
18032FL-115-07-40_L004,EvolvingFront_WGS_Plate5_H05_Lane3
18032FL-115-07-41_L004,EvolvingFront_WGS_Plate5_A06_Lane3
18032FL-115-07-42_L004,EvolvingFront_WGS_Plate5_B06_Lane3
18032FL-115-07-43_L004,EvolvingFront_WGS_Plate5_C06_Lane3
18032FL-115-07-44_L004,EvolvingFront_WGS_Plate5_D06_Lane3
18032FL-115-07-45_L004,EvolvingFront_WGS_Plate5_E06_Lane3
18032FL-115-07-46_L004,EvolvingFront_WGS_Plate5_F06_Lane3
18032FL-115-07-47_L004,EvolvingFront_WGS_Plate5_G06_Lane3
18032FL-115-07-48_L004,EvolvingFront_WGS_Plate5_H06_Lane3
18032FL-115-07-49_L004,EvolvingFront_WGS_Plate5_A07_Lane3
18032FL-115-07-50_L004,EvolvingFront_WGS_Plate5_B07_Lane3
18032FL-115-07-51_L004,EvolvingFront_WGS_Plate5_C07_Lane3
18032FL-115-07-52_L004,EvolvingFront_WGS_Plate5_D07_Lane3
18032FL-115-07-53_L004,EvolvingFront_WGS_Plate5_E07_Lane3
18032FL-115-07-54_L004,EvolvingFront_WGS_Plate5_F07_Lane3
18032FL-115-07-55_L004,EvolvingFront_WGS_Plate5_G07_Lane3
18032FL-115-07-56_L004,EvolvingFront_WGS_Plate5_H07_Lane3
18032FL-115-07-57_L004,EvolvingFront_WGS_Plate5_A08_Lane3
18032FL-115-07-58_L004,EvolvingFront_WGS_Plate5_B08_Lane3
18032FL-115-07-59_L004,EvolvingFront_WGS_Plate5_C08_Lane3
18032FL-115-07-60_L004,EvolvingFront_WGS_Plate5_D08_Lane3
18032FL-115-07-61_L004,EvolvingFront_WGS_Plate5_E08_Lane3
18032FL-115-07-62_L004,EvolvingFront_WGS_Plate5_F08_Lane3
18032FL-115-07-63_L004,EvolvingFront_WGS_Plate5_G08_Lane3
18032FL-115-07-64_L004,EvolvingFront_WGS_Plate5_H08_Lane3
18032FL-115-07-65_L004,EvolvingFront_WGS_Plate5_A09_Lane3
18032FL-115-07-66_L004,EvolvingFront_WGS_Plate5_B09_Lane3
18032FL-115-07-67_L004,EvolvingFront_WGS_Plate5_C09_Lane3
18032FL-115-07-68_L004,EvolvingFront_WGS_Plate5_D09_Lane3
18032FL-115-07-69_L004,EvolvingFront_WGS_Plate5_E09_Lane3
18032FL-115-07-70_L004,EvolvingFront_WGS_Plate5_F09_Lane3
18032FL-115-07-71_L004,EvolvingFront_WGS_Plate5_G09_Lane3
18032FL-115-07-72_L004,EvolvingFront_WGS_Plate5_H09_Lane3
18032FL-115-07-73_L004,EvolvingFront_WGS_Plate5_A10_Lane3
18032FL-115-07-74_L004,EvolvingFront_WGS_Plate5_B10_Lane3
18032FL-115-07-75_L004,EvolvingFront_WGS_Plate5_C10_Lane3
18032FL-115-07-76_L004,EvolvingFront_WGS_Plate5_D10_Lane3
18032FL-115-07-77_L004,EvolvingFront_WGS_Plate5_E10_Lane3
18032FL-115-07-78_L004,EvolvingFront_WGS_Plate5_F10_Lane3
18032FL-115-07-79_L004,EvolvingFront_WGS_Plate5_G10_Lane3
18032FL-115-07-80_L004,EvolvingFront_WGS_Plate5_H10_Lane3
18032FL-115-07-81_L004,EvolvingFront_WGS_Plate5_A11_Lane3
18032FL-115-07-82_L004,EvolvingFront_WGS_Plate5_B11_Lane3
18032FL-115-07-83_L004,EvolvingFront_WGS_Plate5_C11_Lane3
18032FL-115-07-84_L004,EvolvingFront_WGS_Plate5_D11_Lane3
18032FL-115-07-85_L004,EvolvingFront_WGS_Plate5_E11_Lane3
18032FL-115-07-86_L004,EvolvingFront_WGS_Plate5_F11_Lane3
18032FL-115-07-87_L004,EvolvingFront_WGS_Plate5_G11_Lane3
18032FL-115-07-88_L004,EvolvingFront_WGS_Plate5_H11_Lane3
18032FL-115-07-89_L004,EvolvingFront_WGS_Plate5_A12_Lane3
18032FL-115-07-90_L004,EvolvingFront_WGS_Plate5_B12_Lane3
18032FL-115-07-91_L004,EvolvingFront_WGS_Plate5_C12_Lane3
18032FL-115-07-92_L004,EvolvingFront_WGS_Plate5_D12_Lane3
18032FL-115-07-93_L004,EvolvingFront_WGS_Plate5_E12_Lane3
18032FL-115-07-94_L004,EvolvingFront_WGS_Plate5_F12_Lane3
18032FL-115-07-95_L004,EvolvingFront_WGS_Plate5_G12_Lane3
18032FL-115-07-96_L004,EvolvingFront_WGS_Plate5_H12_Lane3
18032FL-115-07-01_L005,EvolvingFront_WGS_Plate5_A01_Lane4
18032FL-115-07-02_L005,EvolvingFront_WGS_Plate5_B01_Lane4
18032FL-115-07-03_L005,EvolvingFront_WGS_Plate5_C01_Lane4
18032FL-115-07-04_L005,EvolvingFront_WGS_Plate5_D01_Lane4
18032FL-115-07-05_L005,EvolvingFront_WGS_Plate5_E01_Lane4
18032FL-115-07-06_L005,EvolvingFront_WGS_Plate5_F01_Lane4
18032FL-115-07-07_L005,EvolvingFront_WGS_Plate5_G01_Lane4
18032FL-115-07-08_L005,EvolvingFront_WGS_Plate5_H01_Lane4
18032FL-115-07-09_L005,EvolvingFront_WGS_Plate5_A02_Lane4
18032FL-115-07-10_L005,EvolvingFront_WGS_Plate5_B02_Lane4
18032FL-115-07-11_L005,EvolvingFront_WGS_Plate5_C02_Lane4
18032FL-115-07-12_L005,EvolvingFront_WGS_Plate5_D02_Lane4
18032FL-115-07-13_L005,EvolvingFront_WGS_Plate5_E02_Lane4
18032FL-115-07-14_L005,EvolvingFront_WGS_Plate5_F02_Lane4
18032FL-115-07-15_L005,EvolvingFront_WGS_Plate5_G02_Lane4
18032FL-115-07-16_L005,EvolvingFront_WGS_Plate5_H02_Lane4
18032FL-115-07-17_L005,EvolvingFront_WGS_Plate5_A03_Lane4
18032FL-115-07-18_L005,EvolvingFront_WGS_Plate5_B03_Lane4
18032FL-115-07-19_L005,EvolvingFront_WGS_Plate5_C03_Lane4
18032FL-115-07-20_L005,EvolvingFront_WGS_Plate5_D03_Lane4
18032FL-115-07-21_L005,EvolvingFront_WGS_Plate5_E03_Lane4
18032FL-115-07-22_L005,EvolvingFront_WGS_Plate5_F03_Lane4
18032FL-115-07-23_L005,EvolvingFront_WGS_Plate5_G03_Lane4
18032FL-115-07-24_L005,EvolvingFront_WGS_Plate5_H03_Lane4
18032FL-115-07-25_L005,EvolvingFront_WGS_Plate5_A04_Lane4
18032FL-115-07-26_L005,EvolvingFront_WGS_Plate5_B04_Lane4
18032FL-115-07-27_L005,EvolvingFront_WGS_Plate5_C04_Lane4
18032FL-115-07-28_L005,EvolvingFront_WGS_Plate5_D04_Lane4
18032FL-115-07-29_L005,EvolvingFront_WGS_Plate5_E04_Lane4
18032FL-115-07-30_L005,EvolvingFront_WGS_Plate5_F04_Lane4
18032FL-115-07-31_L005,EvolvingFront_WGS_Plate5_G04_Lane4
18032FL-115-07-32_L005,EvolvingFront_WGS_Plate5_H04_Lane4
18032FL-115-07-33_L005,EvolvingFront_WGS_Plate5_A05_Lane4
18032FL-115-07-34_L005,EvolvingFront_WGS_Plate5_B05_Lane4
18032FL-115-07-35_L005,EvolvingFront_WGS_Plate5_C05_Lane4
18032FL-115-07-36_L005,EvolvingFront_WGS_Plate5_D05_Lane4
18032FL-115-07-37_L005,EvolvingFront_WGS_Plate5_E05_Lane4
18032FL-115-07-38_L005,EvolvingFront_WGS_Plate5_F05_Lane4
18032FL-115-07-39_L005,EvolvingFront_WGS_Plate5_G05_Lane4
18032FL-115-07-40_L005,EvolvingFront_WGS_Plate5_H05_Lane4
18032FL-115-07-41_L005,EvolvingFront_WGS_Plate5_A06_Lane4
18032FL-115-07-42_L005,EvolvingFront_WGS_Plate5_B06_Lane4
18032FL-115-07-43_L005,EvolvingFront_WGS_Plate5_C06_Lane4
18032FL-115-07-44_L005,EvolvingFront_WGS_Plate5_D06_Lane4
18032FL-115-07-45_L005,EvolvingFront_WGS_Plate5_E06_Lane4
18032FL-115-07-46_L005,EvolvingFront_WGS_Plate5_F06_Lane4
18032FL-115-07-47_L005,EvolvingFront_WGS_Plate5_G06_Lane4
18032FL-115-07-48_L005,EvolvingFront_WGS_Plate5_H06_Lane4
18032FL-115-07-49_L005,EvolvingFront_WGS_Plate5_A07_Lane4
18032FL-115-07-50_L005,EvolvingFront_WGS_Plate5_B07_Lane4
18032FL-115-07-51_L005,EvolvingFront_WGS_Plate5_C07_Lane4
18032FL-115-07-52_L005,EvolvingFront_WGS_Plate5_D07_Lane4
18032FL-115-07-53_L005,EvolvingFront_WGS_Plate5_E07_Lane4
18032FL-115-07-54_L005,EvolvingFront_WGS_Plate5_F07_Lane4
18032FL-115-07-55_L005,EvolvingFront_WGS_Plate5_G07_Lane4
18032FL-115-07-56_L005,EvolvingFront_WGS_Plate5_H07_Lane4
18032FL-115-07-57_L005,EvolvingFront_WGS_Plate5_A08_Lane4
18032FL-115-07-58_L005,EvolvingFront_WGS_Plate5_B08_Lane4
18032FL-115-07-59_L005,EvolvingFront_WGS_Plate5_C08_Lane4
18032FL-115-07-60_L005,EvolvingFront_WGS_Plate5_D08_Lane4
18032FL-115-07-61_L005,EvolvingFront_WGS_Plate5_E08_Lane4
18032FL-115-07-62_L005,EvolvingFront_WGS_Plate5_F08_Lane4
18032FL-115-07-63_L005,EvolvingFront_WGS_Plate5_G08_Lane4
18032FL-115-07-64_L005,EvolvingFront_WGS_Plate5_H08_Lane4
18032FL-115-07-65_L005,EvolvingFront_WGS_Plate5_A09_Lane4
18032FL-115-07-66_L005,EvolvingFront_WGS_Plate5_B09_Lane4
18032FL-115-07-67_L005,EvolvingFront_WGS_Plate5_C09_Lane4
18032FL-115-07-68_L005,EvolvingFront_WGS_Plate5_D09_Lane4
18032FL-115-07-69_L005,EvolvingFront_WGS_Plate5_E09_Lane4
18032FL-115-07-70_L005,EvolvingFront_WGS_Plate5_F09_Lane4
18032FL-115-07-71_L005,EvolvingFront_WGS_Plate5_G09_Lane4
18032FL-115-07-72_L005,EvolvingFront_WGS_Plate5_H09_Lane4
18032FL-115-07-73_L005,EvolvingFront_WGS_Plate5_A10_Lane4
18032FL-115-07-74_L005,EvolvingFront_WGS_Plate5_B10_Lane4
18032FL-115-07-75_L005,EvolvingFront_WGS_Plate5_C10_Lane4
18032FL-115-07-76_L005,EvolvingFront_WGS_Plate5_D10_Lane4
18032FL-115-07-77_L005,EvolvingFront_WGS_Plate5_E10_Lane4
18032FL-115-07-78_L005,EvolvingFront_WGS_Plate5_F10_Lane4
18032FL-115-07-79_L005,EvolvingFront_WGS_Plate5_G10_Lane4
18032FL-115-07-80_L005,EvolvingFront_WGS_Plate5_H10_Lane4
18032FL-115-07-81_L005,EvolvingFront_WGS_Plate5_A11_Lane4
18032FL-115-07-82_L005,EvolvingFront_WGS_Plate5_B11_Lane4
18032FL-115-07-83_L005,EvolvingFront_WGS_Plate5_C11_Lane4
18032FL-115-07-84_L005,EvolvingFront_WGS_Plate5_D11_Lane4
18032FL-115-07-85_L005,EvolvingFront_WGS_Plate5_E11_Lane4
18032FL-115-07-86_L005,EvolvingFront_WGS_Plate5_F11_Lane4
18032FL-115-07-87_L005,EvolvingFront_WGS_Plate5_G11_Lane4
18032FL-115-07-88_L005,EvolvingFront_WGS_Plate5_H11_Lane4
18032FL-115-07-89_L005,EvolvingFront_WGS_Plate5_A12_Lane4
18032FL-115-07-90_L005,EvolvingFront_WGS_Plate5_B12_Lane4
18032FL-115-07-91_L005,EvolvingFront_WGS_Plate5_C12_Lane4
18032FL-115-07-92_L005,EvolvingFront_WGS_Plate5_D12_Lane4
18032FL-115-07-93_L005,EvolvingFront_WGS_Plate5_E12_Lane4
18032FL-115-07-94_L005,EvolvingFront_WGS_Plate5_F12_Lane4
18032FL-115-07-95_L005,EvolvingFront_WGS_Plate5_G12_Lane4
18032FL-115-07-96_L005,EvolvingFront_WGS_Plate5_H12_Lane4